City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
609,Hobyo,SO,77.13,few clouds,5.3505,48.5268,Halane Hotel and Restaurent
610,Cabinda,AO,70.79,overcast clouds,-5.55,12.2,Hotel Maiombe
611,Xuddur,SO,73.62,overcast clouds,4.1213,43.8894,Banjanay Hotel
612,Komsomolskiy,UZ,81.32,clear sky,40.4272,71.7189,Ikathouse
613,Mazagao,BR,89.65,broken clouds,-0.115,-51.2894,Recanto dos Ferreiras
614,Camalu,MX,80.42,overcast clouds,30.85,-116.0667,La Cueva del Pirata
616,Cockburn Town,TC,85.96,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
617,Vao,NC,70.79,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
619,Jiayuguan,CN,80.92,clear sky,39.8167,98.3,Jiugang Hotel - Jiayuguan
621,Alangulam,IN,80.46,overcast clouds,8.8667,77.5,Haashan Ladge
622,Praia Da Vitoria,PT,77.25,light intensity drizzle,38.7333,-27.0667,Hotel Branco I
624,Auki,SB,77.31,overcast clouds,-8.7676,160.7034,Auki Motel
625,Santa Helena De Goias,BR,84.51,clear sky,-17.8136,-50.5969,Hotel Pacheco
636,Tete,MZ,71.69,broken clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
638,Pachino,IT,82.6,clear sky,36.7186,15.0907,Pietra Bianca B&B
642,Garowe,SO,77.67,overcast clouds,8.4054,48.4845,Curubo Hotel
643,Tateyama,JP,80.02,clear sky,34.9833,139.8667,Tateyama Seaside Hotel
644,Mataram,ID,72.41,clear sky,-8.5833,116.1167,Hotel Santika Mataram
645,Dongying,CN,78.44,light rain,37.4564,118.4856,Wanda Realm
646,Ocotepec,MX,73.8,scattered clouds,17.2167,-93.15,Escuela Angel Albino Corzo
648,Japura,ID,75.27,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
650,Parati,BR,83.3,clear sky,-23.2178,-44.7131,Che Lagarto Paraty
651,Solnechnyy,RU,72.73,scattered clouds,50.7214,136.6319,Hotel complex Pastoral
652,San Felipe,VE,82.15,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
655,Dombarovskiy,RU,75.2,overcast clouds,50.7587,59.5386,Posada Llovizna Rodríguez
657,Lancaster,US,83.95,broken clouds,40.2504,-76.2499,Refreshing Mountain Retreat and Adventure Center
659,Nuradilovo,RU,70.59,overcast clouds,43.2845,46.4576,Refreshing Mountain Retreat and Adventure Center
661,Najran,SA,79.45,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
662,Yumen,CN,81.66,scattered clouds,40.2833,97.2,محمد هادي ال فطيح
